item_id,question_id,correct,judge_verdict,human_label,p_correct_bayesian,p_correct_logreg
06150936ba71d62e,155,False,A,B,0.41673206984996797,0.4241731444526561
061c814e53604559,106,False,A,B,0.9374854564666748,0.9375945893283133
06cbbde192b507be,150,True,A,A,0.5094299048185349,0.5132863298793927
0701af8aa4e13c0c,98,True,A,A,0.3499396204948425,0.35427064189684276
070f1cb8b5c05367,86,True,B,B,0.9051843523979187,0.9066303817342044
072f347b7c436504,136,True,A,A,0.9309877455234528,0.9315591190179857
0766fe95dfcc2e48,111,True,B,B,0.8589527547359467,0.8631069938362007
076b6a128571d159,99,True,B,B,0.9038982391357422,0.9051694999699571
07725d3f29137512,85,True,B,B,0.9065252780914307,0.9077693344722129
0773b398f28dd61a,120,True,B,B,0.9064073622226715,0.907619649878009
07c8bcbe1d20812f,91,False,B,A,0.8725367903709411,0.8762824201584907
08324b93903060d2,134,False,A,B,0.4764446347951889,0.4705870506843303
084963b8f3b2b060,121,True,A,A,0.3805970311164856,0.37416138131571564
08602e94ce0ff95c,106,False,B,A,0.9374854505062103,0.9375945553711936
087dd20931386168,149,True,B,B,0.9076426684856415,0.9087757067103723
088febd342517c63,137,True,B,B,0.9089176893234253,0.9102567291671326
0899fbc1d9b08586,122,False,A,B,0.2882478624582291,0.2833718786164002
08beaa209dc90d56,147,True,A,A,0.9041035830974579,0.9053163446839954
08bef96eea8aa26b,127,True,B,B,0.9293081581592559,0.9297079377572615
09457c1ad8de74c5,114,True,B,B,0.931789082288742,0.9322762850740289
0947895a6b23d0f1,92,True,B,B,0.9051029264926911,0.9064076019062238
094fe76bd2fc76de,116,True,B,B,0.6975577652454377,0.6975790785993382
0997dec561ecb774,85,True,A,A,0.4273983359336853,0.43516047126083357
09bd86fa12b67c5e,123,True,B,B,0.9338333487510682,0.934208147026719
09d7975f564efe8b,103,True,B,B,0.9284456193447113,0.9290050504650544
09db9f9f5c3d03db,133,True,A,A,0.5213095784187317,0.5221023248523209
0a1a9cd6dda8c9e2,149,True,A,A,0.42935327887535096,0.4351990730916784
0a68160d346a67b2,146,False,A,B,0.5285500586032867,0.5333757489423945
0aa19a1becf6eb25,86,False,A,B,0.3472453892230988,0.3527299575714819
0ae6959340bd204d,100,False,B,A,0.6009745001792908,0.5999868650551448
0b445579982ae268,138,True,B,B,0.9082268714904785,0.9094780192518244
0b625cc6bc96c302,120,True,A,A,0.9318753540515899,0.9323284520013988
0b77014063d264e9,150,True,B,B,0.9066491186618805,0.9078630862198575
0b8c8bbc8a18dc77,100,False,B,A,0.4040829300880432,0.4044514073193176
0bb29084d74987dd,87,True,A,A,0.741255271434784,0.7442907678306508
0bcf9e623eb5f39d,97,True,B,B,0.8720682203769684,0.8755744847603634
0bdc983c217f8184,146,False,A,B,0.4341795116662979,0.441269907866278
0be82af610fb85ad,97,False,A,B,0.4181420922279358,0.42492306421388876
0bfa8eab85db0a65,110,True,A,A,0.9051442801952362,0.90645000449612
0c0b784f6b73e480,117,True,A,A,0.7116229295730591,0.7146226572614356
0c14d4259efbf763,103,True,A,A,0.520334529876709,0.5244472588087656
0c3401245aee3cdd,95,True,B,B,0.9037420928478241,0.9050103640894932
0c3794b8d6844d63,116,True,B,B,0.9320961236953735,0.9324946504913523
0c3f7d5e11fe0d31,135,True,B,B,0.527255529165268,0.5279536849220625
0c60b18e67829d3e,103,False,A,B,0.5203341782093048,0.5244471271012221
0c71b1d1171a6fff,107,True,B,B,0.85291668176651,0.8533839083924409
0c75181bb66064f3,103,True,B,B,0.9045119166374207,0.9058289075205035
0c80a52eaec9662d,127,False,B,A,0.629174554347992,0.6305229496826983
0cadd0d108b96fc5,112,True,A,A,0.9344835758209229,0.934868733238923
0cdacf03d9370911,155,True,B,B,0.7558551371097565,0.756323235591724
0ce70eb45c9ec537,149,True,A,A,0.9076426684856415,0.9087757067103723
0cebd861e86463ab,104,True,A,A,0.933142465353012,0.9336494355965941
0d04c459a91a8f5a,143,True,B,B,0.9058788359165192,0.9072386585734616
0d2f6c6031b1ddb1,94,False,A,B,0.363503098487854,0.36520355503971846
0d3f49b7c4e5a097,103,True,A,A,0.9045119881629944,0.9058289721076458
0d4039a3d6341249,97,False,B,A,0.7754117548465729,0.7800937521511299
0d403c0d08656a2e,86,True,A,A,0.9051841974258423,0.9066302168864983
0d695e575d44c8f3,91,True,A,A,0.9066595256328582,0.907945867052687
0d719aa0eee143bf,155,False,B,A,0.8718049943447113,0.875787647688373
0d8dd0dd72a1a7fe,95,True,A,A,0.5215389013290406,0.5225843990752046
0d90db6d5a4df603,126,True,B,B,0.9325025379657745,0.9330111481434551
0dc1bc868ae2ccfb,93,True,A,A,0.7502762198448181,0.7540379149824574
0deca9dc05d71296,106,True,B,B,0.8776926040649414,0.8789540806090528
0def2923a39e810b,121,False,A,B,0.4387414574623108,0.4412531456385957
0e3270ed59e2f1dc,124,False,A,B,0.8204538643360137,0.819874769092524
0e34791c10afb4e9,92,True,B,B,0.8743044316768647,0.8758939944227448
0e6fa7671586ec56,100,False,B,A,0.8293993175029755,0.8335728848010617
0e75ddc50efa3146,93,True,A,A,0.4239715039730072,0.4311107751074698
0ecd9ac87932f226,120,True,A,A,0.5287081152200699,0.526134259173878
0ed560e72cfc8e85,133,False,A,B,0.6177755355834961,0.6201862072576204
0f24ef4055ef1e79,132,True,B,B,0.904885983467102,0.9062553476312939
0f329ba6e886a630,84,True,B,B,0.7537250697612763,0.7575156460920507
0f45b694efbd3cc6,128,True,A,A,0.9329257726669311,0.9333036516906942
1051bef33eebd058,96,True,A,A,0.35051089227199556,0.35276966423594747
108c4f519e5d8ffe,82,True,A,A,0.673669695854187,0.6774514997555489
11091bd25e1e3328,151,True,A,A,0.9300041496753693,0.9304288154656305
11377cdba1c60680,142,False,A,B,0.4432187467813492,0.4425207805644805
11764d8b522ae6e3,122,True,A,A,0.9075326442718505,0.9090298413327481
11a41dbe181333fd,98,True,B,B,0.22051407098770143,0.21978077970691606
11e6e28288e2e2e2,157,False,B,A,0.8735702991485595,0.8751397782564485
11e800685cf86c70,100,True,A,A,0.86863214969635,0.8724529832568036
11e93f3aa55db86a,103,True,A,A,0.441355362534523,0.44735108724007633
11faffee7e828688,133,True,B,B,0.9330023765563965,0.9334830936814456
1253235e51dfc9ee,110,True,A,A,0.9332150757312775,0.9336881254459909
1262e6d4e116b7dc,156,True,B,B,0.9065984785556793,0.9080589016537729
127018bf060ccedf,142,False,A,B,0.5192665249109268,0.5201843302126379
1272fe458f6cc5c2,158,False,B,A,0.7483664333820343,0.7515314801813606
127a5e21f6f4e1d3,148,True,A,A,0.9055657744407654,0.9070135472681088
12ba9bc6c6c5cc15,88,True,B,B,0.9060200333595276,0.9073967752324437
12d01e8141e9bc7a,155,True,A,A,0.9061990439891815,0.9075578583043844
12d389ae5f8f9c19,109,True,A,A,0.6085287749767303,0.6115253072451813
12ed87462f048d28,84,True,B,B,0.7537289321422577,0.7575193992400557
13362e58b674388d,146,True,A,A,0.90514235496521,0.9064960983660232
133f32197d06b310,128,True,A,A,0.9329257607460022,0.933303624894911
135e134018392d22,140,False,A,B,0.6083060085773468,0.6117392069670327
135f75f47ddf39d5,126,True,A,A,0.9055117487907409,0.90684757564467
136f99b2b18572ef,121,True,B,B,0.9338720202445984,0.9343697715607586
137fdbab8a8a8fbf,92,False,B,A,0.5653537511825562,0.5932831791545629
13840ab99d9d8d28,150,True,A,A,0.90664923787117,0.9078631733853584
13ac240c5870ec04,120,False,A,B,0.36513219475746156,0.3662312791838575
13ae1259444bc4ca,118,False,A,B,0.4333746671676636,0.436655452729301
13afc009db1a5f03,155,False,A,B,0.35342825055122373,0.351610538297045
13bb40f139abc5e5,113,True,A,A,0.5125764936208725,0.5181300529765727
13c2becf8412d32d,90,True,B,B,0.9324397146701813,0.9329702108499873
143c2de33362e02b,85,True,A,A,0.8689937233924866,0.8730381344709743
144cad9d00e2ab99,103,True,A,A,0.9284456253051758,0.9290050588046667
14b84ac0e8b326c7,113,True,A,A,0.9056173443794251,0.9070269625699734
14e52df889abdf15,103,True,A,A,0.9284456253051758,0.9290050582026778
14ee7d923c1dc05c,94,True,A,A,0.9045666098594666,0.9060984929252196
14f9eb8019278082,135,True,B,B,0.9044020056724549,0.9057393888080147
151fc0d8d58bd158,157,True,A,A,0.5085345268249511,0.5134387572979839
15940af92ff4d084,89,True,A,A,0.5054905325174331,0.5111250413763192
15ac6e436f95d5bc,138,True,B,B,0.27213444113731383,0.2743433327221291
15cecda2986ffaab,112,True,A,A,0.907307368516922,0.9087360182761255
15e01ed90bda6d91,143,True,A,A,0.9058788359165192,0.9072386598082407
15f98dee64dfcb73,94,True,A,A,0.9045666098594666,0.9060984849925854
161f7df2027286ce,121,True,A,A,0.9338719546794891,0.934369687291656
162a2d5f83cfe1b1,90,True,B,B,0.9324397206306457,0.9329702163272515
163f3c08554b98bb,93,True,B,B,0.931813907623291,0.9323708927224562
166e2a836b446986,87,True,A,A,0.9040847539901733,0.9053063518895437
16872fcf8e2cd40c,123,True,A,A,0.9070916116237641,0.9084377294340736
16c8cbe690ecfa69,112,True,A,A,0.9344854712486267,0.9348705990907907
16d1a52ad2c32883,160,True,A,A,0.9047504901885987,0.905963544777889
173ed61d2bd95f27,146,True,B,B,0.8661960124969482,0.8701329424914495
1742de5ff1c363ca,153,True,B,B,0.8653126120567322,0.8686843472217205
174a19f3485163a4,156,False,B,A,0.35881886184215545,0.3548637788080294
174b3dff2d8f4df4,158,True,A,A,0.521103310585022,0.5245092191423467
17a364a15e9fb647,93,True,A,A,0.8023127496242524,0.8037580497092159
17d8d901f4d6a2b7,100,False,A,B,0.9067510306835175,0.9080356143328856
181c1850682bb8d2,89,True,A,A,0.42048790752887727,0.4247448325958323
18204ed34a4127f6,129,True,A,A,0.9039341926574707,0.9051848605157818
18316eaf03c4da86,128,True,B,B,0.9329257905483246,0.9333036621829681
1846b5da156d00ab,97,True,A,A,0.7400660812854767,0.7437526949054132
184b0b6436667124,157,False,A,B,0.5085345029830932,0.5134387109316801
1869064114e7bf96,87,True,B,B,0.8049933314323425,0.8059875959578164
189418597956cb59,140,False,A,B,0.9337339520454406,0.9341271179459876
18a35a469ccbfa6f,119,False,A,B,0.5265280395746231,0.5210377582143535
18c05218107d5f97,91,True,A,A,0.9066666483879089,0.9079529143258407
18d070c37b8b994e,143,True,A,A,0.9058785021305085,0.9072383177159307
18e021eb056302b0,126,False,A,B,0.42254760265350344,0.42891802657149736
1908387cab1febd9,98,True,A,A,0.8741864621639251,0.8776793181827539
19119e9f9b2e6dd6,103,True,A,A,0.9284456193447113,0.9290050504876615
192ab99bf9bb0393,147,True,B,B,0.9041399359703064,0.9053522606338713
19579ba8c77042a1,115,False,A,B,0.5208646178245544,0.5213871245647534
197ead87ce17e3fe,111,True,B,B,0.909957081079483,0.9107858743285672
19952f6709f5f8d5,158,True,B,B,0.8102318346500397,0.8110504200314622
19abbeae5cb44f74,127,True,A,A,0.6608896970748901,0.6596123061176952
19dd8bef42e5ebed,137,True,A,A,0.3494159460067749,0.34346547357500234
19fdde0e2e803189,94,True,B,B,0.86783726811409,0.8718230012524076
1a04722957031ea1,152,True,A,A,0.4182619333267212,0.4182011870854952
1a1c4042e3fcb9d6,84,False,A,B,0.5078042417764663,0.5066198202975037
1a65ddf629ed530a,143,True,B,B,0.8325777471065521,0.8351584616143501
1a77668d83e32182,148,False,B,A,0.4291362643241882,0.4359856169928363
1a9db434d1fc93d8,140,False,A,B,0.6033097088336945,0.6041114577568025
1aac806ebb66b34a,140,True,A,A,0.9337339520454406,0.934127106440649
1ab1a00d0f65a227,88,True,A,A,0.8650157690048218,0.8691987738474569
1b17f65a480e6cf0,100,True,B,B,0.9339946627616882,0.934368335535248
1b260b5ee4791bc3,86,False,A,B,0.5164344549179077,0.5214586956266818
1b3074c191e2c03d,116,True,B,B,0.5091243863105774,0.519655387317836
1b33fb9cc465f779,113,True,B,B,0.9056172668933868,0.9070268923953503
1b49223fba1c0bbb,84,False,A,B,0.22393620610237122,0.2231397055337155
1be016b783c5b956,137,True,B,B,0.9089176774024963,0.9102567072335251
1c00e59d60a77b61,106,True,A,A,0.8557941138744354,0.8560631962064955
1c0459ad110c5e2e,111,False,A,B,0.6732575237751007,0.672596249849204
1c447fc0437aebbf,145,True,A,A,0.5205216437578202,0.524316846366397
1c4a1f4dbb985753,137,True,B,B,0.9344595432281494,0.9347913635945841
1c593d4df3f8d74c,142,False,A,B,0.5961349427700042,0.5959136876693066
1c829efa936c716a,96,True,B,B,0.9076018095016479,0.9091304706019804
1ce0940ea07f21a8,98,True,B,B,0.9092705488204956,0.9104772649332042
1ce6d48967c7eb49,85,True,A,A,0.9065244734287262,0.90776860726719
1cebada58afe4b84,159,False,B,A,0.9073648631572724,0.9087537045933788
1cf6173b00ed6189,119,True,B,B,0.9061419188976287,0.9075678296808232
1d17cd75706f00cd,141,True,A,A,0.9053890585899353,0.9065776487501134
1d49c1b06534cd58,113,True,A,A,0.9056172728538513,0.9070268944183072
1d7f3a3a6e9d8d17,101,False,B,A,0.6351061433553695,0.7236835382891027
1d81ce3e6296832f,134,True,A,A,0.9349963188171386,0.935317533516937
1dbeeb3e0c47a9e9,99,True,B,B,0.8349870443344116,0.8392274264359167
1dd73438207bf9e5,94,True,A,A,0.9045666337013245,0.9060985171186291
1e05b58de4c6a489,112,True,B,B,0.907307243347168,0.9087358981251903
1e072892fd06d9d6,98,False,B,A,0.6147006034851075,0.6160859773979319
1e20e69b8c7d68b2,155,True,A,A,0.4167520463466644,0.4242350287091495
1e2c1e17d5ee41d4,141,True,A,A,0.9053890168666839,0.9065776149740776
1e2ead171b751693,142,True,A,A,0.8697732508182525,0.873653941390819
1e4ce124f85cbb62,159,True,B,B,0.9073645353317261,0.9087533798393045
1e508a0f70de4391,106,False,A,B,0.523306530714035,0.5231685116244881
1e5935ef90088b3e,149,True,A,A,0.9076426565647125,0.9087756876825303
1e7259cf170d4322,141,False,A,B,0.528090363740921,0.5321523338975542
1e8fbbb2fc7a0b1b,140,True,A,A,0.53401500582695,0.5293664740927586
1ea875ec2151c17f,154,False,A,B,0.41325500011444094,0.4204861128040164
1eba53f7b554eb17,153,True,A,A,0.7375598132610321,0.7404013995753805
1ebf357bf03bb8bb,119,True,A,A,0.8048961460590363,0.8077820703038487
1ec424f14d1ced8e,114,True,A,A,0.9317891478538514,0.9322763369529821
1ee775c59fc48d0f,141,False,A,B,0.8702512919902802,0.8737025939109613
1efc8a8cf56855de,142,True,A,A,0.932046502828598,0.9325360301179204
1f1236e95ee66190,90,True,B,B,0.9324389457702636,0.9329694318773678
1f71bc51b3b2439d,90,True,A,A,0.932437801361084,0.9329683935285302
1f750bfd8dcd9e31,113,False,A,B,0.519266101717949,0.5205966315125365
1f7df7f560b6f57c,99,True,B,B,0.8671131730079651,0.8707789165764448
1f944862c565d841,98,True,A,A,0.7547743618488312,0.7579464587988658
1f9a04dc43f698d2,146,True,B,B,0.9051435351371765,0.906497227534464
1fc95d55dc959e37,83,True,A,A,0.30118884742259977,0.29637055641755633
1fdfdb65b85e35a1,98,False,B,A,0.7554366528987885,0.7586084543117853
1fe21eacdbe12125,142,True,B,B,0.9058274745941162,0.9072227662641325
1feb73eb8d5691b9,149,True,B,B,0.9076426148414611,0.9087756556030225
2024e1524c9cb56e,142,True,B,B,0.9058277249336243,0.9072230108761701
2030e28ab01861aa,114,True,A,A,0.9056101202964782,0.9069598384529665
203e9b253cf2ac02,97,True,A,A,0.9085801780223847,0.9097515276968773
204a57cafb2fb295,125,True,B,B,0.9070036888122559,0.9082817384093689
204ff52b8be0c12b,134,True,B,B,0.7172947525978088,0.7146984371960793
206b2c3aafa77d20,95,True,B,B,0.9037399053573608,0.9050081841048719
2085f6a491d212f5,95,True,B,B,0.9305989682674408,0.9310175202389335
20860cf0a4701470,144,False,A,B,0.8072680771350861,0.8085269486361384
20936821df72e178,142,True,A,A,0.9058277487754822,0.9072230320305683
20ad87dbad76a36d,113,True,A,A,0.9321222484111786,0.9326613049728703
20ae60883fd39f43,150,True,A,A,0.4134859383106232,0.41920420396491503
20d361c0424f39d2,133,True,A,A,0.9330024182796478,0.9334831414527033
211ac383a1b471f3,139,True,A,A,0.9028954148292542,0.9039981640220066
213135aa78491ed8,85,True,A,A,0.8147282123565673,0.8157345990252374
2131884998fa3999,121,True,B,B,0.9074150800704956,0.9086860194868152
21433c048bbb8662,154,True,A,A,0.4132536858320236,0.4204845077501248
21536241fe9be96a,129,True,A,A,0.9323217868804932,0.9325808674101548
21703ddd54699ad0,155,True,A,A,0.9061987340450287,0.907557512540839
2192f3beae452d1f,149,True,A,A,0.934201180934906,0.9344846322148321
219db8e924ec1d3b,127,True,B,B,0.5370677649974823,0.5377485142141303
21d64a29b15cebda,96,True,A,A,0.2796681642532349,0.2798953064516822
21e277636ca292c8,125,True,A,A,0.9349127352237702,0.9351482998486864
21e7123af73bbdb1,97,True,B,B,0.9085803031921387,0.9097516373973026
222380e5d841a97c,152,True,A,A,0.49354407787322996,0.49552819585104874
22a25fd15e1e564d,124,False,B,A,0.86748908162117,0.8676572496884638
2321056a55a4b86e,139,True,A,A,0.5830673098564148,0.5832302749237079
233ed4ae4478775c,86,True,A,A,0.9051843583583832,0.9066303889399109
23634488673b076f,152,False,B,A,0.7533144414424896,0.7538761006434357
23a616cc55bc8a40,100,False,B,A,0.22336453348398208,0.22099670448703077
23e48df684bc9f96,126,False,A,B,0.34833581149578097,0.35289088434110105
23fac03cc9b3bf46,135,True,A,A,0.9325525462627411,0.9329371002592574
2406e175dd4bed0b,126,True,A,A,0.9325025379657745,0.9330111421535034
248fb027db381509,149,False,A,B,0.5216827273368836,0.5252189198954275
24a6a7f27e6cc631,86,True,A,A,0.9051843047142029,0.906630341689359
24aa9a1d4a048994,95,True,A,A,0.5215392529964447,0.5225846430468695
2508a07f9e87e4b1,96,True,A,A,0.8014865934848785,0.8030006427867626
25146f759839ef07,122,True,A,A,0.907529640197754,0.9090270119998136
2544cc38d3aa0e95,92,True,A,A,0.90510293841362,0.9064076184943684
255f052db7a8a02c,87,True,B,B,0.8287039577960968,0.8299500230072665
25854c2f645ce43a,157,False,A,B,0.809218043088913,0.8103913391784028
25d77f2f5cb05019,99,True,A,A,0.5027438461780548,0.5046327385514974
25d8883d14eebeed,83,True,B,B,0.9050345420837402,0.9062739747645759
25e36e26d36f4e66,137,True,B,B,0.4306125283241272,0.4282486492661512
262265b2ecebdf96,129,True,A,A,0.5065585434436798,0.5112382953484225
265121082d6076b9,132,True,B,B,0.8761064946651459,0.8778802008826563
2682901828eb3ff5,82,False,A,B,0.43087599277496336,0.4386360311488839
26923a99c3b0e4c5,136,True,A,A,0.9309878170490264,0.9315591837154736
2692f49ac76914c2,143,True,A,A,0.9058740913867951,0.9072339669961895
269bca0887539e65,130,True,B,B,0.9341748118400574,0.9344109008654675
26bfc72339b95cac,122,False,A,B,0.4313342601060867,0.43543931558275384
26e6f03ed96663b8,148,True,B,B,0.905565720796585,0.9070134948582673
273395ec9d14f6c8,87,True,A,A,0.9040802299976349,0.9053018986382811
277f9da1094345ed,85,True,A,A,0.5192329168319703,0.5242254551990166
27fa8bc890f17629,139,True,B,B,0.9028957307338714,0.9039984303173462
2835e66046039bf1,145,True,B,B,0.6053289771080017,0.6062794791306639
284a14e82df3e2a4,108,True,A,A,0.5201017111539841,0.5208946190646967
286e2eebebc2d8ea,153,False,A,B,0.18939898908138275,0.18475393732352033
28dd3ab078779a1e,141,True,A,A,0.9053890466690063,0.906577643454804
28df4efee33e719a,85,False,B,A,0.9065252840518951,0.9077693427750756
29505feef5c6cf0b,99,True,B,B,0.9038991928100586,0.9051704185583457
2994bf6c3d04b962,91,True,A,A,0.8048190593719482,0.8060959193620072
29b8410d50d9cec8,125,True,B,B,0.9070038497447968,0.9082818873684136
29c3b93d7ab4051e,121,True,B,B,0.9074150621891022,0.9086860037893292
2a5c4094c1669479,93,False,A,B,0.2649000033736229,0.2703784480947666
2a6f8b0bef79a309,130,True,B,B,0.934169203042984,0.934405291094822
2a753f97526d46f2,89,True,A,A,0.5054905503988266,0.5111250237646585
2a877ae6a7930ef4,103,True,A,A,0.9284456193447113,0.9290050509634884
2acdbf826151af85,94,True,A,A,0.9045665621757507,0.9060984370941705
2b052606e0a20369,83,True,B,B,0.9050345659255982,0.9062739988671357
2b255b0d5b61c658,132,True,B,B,0.9048874080181122,0.906256643879186
2b3309510857636d,119,True,A,A,0.8503094613552094,0.8507274056500428
2b337b92bec4d27d,115,True,A,A,0.4436184257268906,0.4430457776314851
2b35d5ffef685854,89,True,A,A,0.41010198891162875,0.4184886896954111
2b494055d992bdf9,126,True,A,A,0.5137379765510559,0.5182375476737491
2b93b6f1c19d895d,139,True,A,A,0.5830842137336731,0.5832513312887082
2b9f615f5a780ce6,130,True,A,A,0.9341748118400574,0.9344109037425199
2ba00a6a42bc5e1c,110,False,B,A,0.9051442265510559,0.9064499643130807
2ba058b90288d9d6,128,True,A,A,0.3411895751953125,0.3464806490644635
2c024659e23deb48,147,True,A,A,0.9041434824466705,0.9053558024607679
2ca7de6e3d727f52,142,True,B,B,0.9058277368545532,0.9072230133132478
2cce4be06cda4cc7,103,False,A,B,0.8723257899284362,0.8757909754202895
2cd939abe87eeca0,148,True,A,A,0.7374998211860657,0.7415192482456726
2ce3019feb38b687,143,True,A,A,0.9058787941932678,0.9072386048004846
2cf3496aa3cc1d93,101,False,A,B,0.5243967533111572,0.5257874619855966
2d3faf07fd292328,116,False,B,A,0.7606312274932862,0.7610130357670573
2d4ebe1c3809b5a5,89,True,A,A,0.4101018697023392,0.41848880625503015
2d814ccb43b21d62,133,False,A,B,0.5247140645980835,0.5287723513481605
2d984eed97aaca2b,124,True,B,B,0.9033168911933899,0.904792617198142
2dadbead2654addc,122,True,B,B,0.9075322628021241,0.9090294420720838
2dbafcac9729f62f,131,False,A,B,0.4388849824666977,0.44234737501972815
2dc6840ed0ac6efc,140,True,B,B,0.8310231328010559,0.833363824560992
2e265d092068c121,112,True,A,A,0.7581394851207733,0.7587412420688485
2e3a143050912df9,150,True,A,A,0.4134860008955002,0.41920467368462083
2e41ae0310498564,98,False,B,A,0.704940789937973,0.7098774051078206
2e43e7e84b9b8af5,140,True,B,B,0.795411080121994,0.7963853584929426
2e7b552f3d215252,84,True,A,A,0.9062074482440948,0.907532746634085
2ed046430ea0da40,153,True,A,A,0.8028282821178436,0.8034838160090374
2ef326c9bec6b083,85,False,B,A,0.8689966797828674,0.8730409881558294
2f241e95e271e503,149,True,A,A,0.9076426684856415,0.9087757084291624
2f28d818e79fb059,122,True,A,A,0.3531757384538651,0.3553342373566024
2f4bfb545c341d04,157,True,A,A,0.8091772854328155,0.8103500167922466
2f5594c7307764e4,143,True,A,A,0.9058788537979126,0.9072386766729157
2faadad89a6d8d64,109,False,A,B,0.5209531903266906,0.5252994409642662
3012e85d13ec8935,123,True,A,A,0.9070904076099395,0.9084365778970405
301e6ab9f2297ce9,133,True,A,A,0.6147714197635651,0.6139108011169787
305ab93c47b54c23,91,True,B,B,0.8725365996360779,0.8762822731813819
306a3175f280be9c,158,True,A,A,0.9052261054515839,0.9064580733079779
309e05d882f96a68,92,False,A,B,0.3971857339143753,0.39319098130501906
30a6ee24fced23f1,107,True,A,A,0.9037133514881134,0.9049799952457939
30af2a8c1b374c3e,158,True,A,A,0.905226194858551,0.9064581455700693
30c810af731708e4,117,True,B,B,0.1435350075364113,0.13498157612585948
30dbe42025717b7e,141,True,A,A,0.9053890466690063,0.9065776377733636
313e06252bfcca71,153,True,B,B,0.8653350234031677,0.8687042681964714
